specularity	0.996376693249	334.125616074	445.402212143	381.437860489	479.36829567
specularity	0.987994134426	447.438482285	437.105619431	497.926935196	482.163667679
specularity	0.961642622948	502.543752193	305.187692642	511.189646244	343.640005112
specularity	0.941709637642	356.85659647	247.524694443	371.900239468	284.735803604
specularity	0.922732770443	317.468233109	479.352002144	336.115995407	509.481005669
artifact	0.733569085598	3.54660415649	407.53953743	20.6681041718	431.789564133
specularity	0.520501732826	346.016462326	499.050388336	383.618059158	511.910915375
contrast	0.508722901344	37.1974487305	124.042449951	379.885314941	478.386444092
artifact	0.338965386152	295.61865139	20.3587112427	320.150208473	38.2165641785
artifact	0.079093284905	422.348958492	177.443065643	437.586161137	203.32277298
specularity	0.0519471690059	509.124538422	263.60187149	511.830295563	287.192745209
