specularity	0.999834179878	99.6238689423	143.549617767	150.763734818	218.055301666
specularity	0.99955290556	140.462041855	267.461517334	176.027276993	393.081573486
specularity	0.992209672928	86.7934494019	372.222883224	151.251091003	435.969560623
specularity	0.990250229836	19.1686325073	322.309692383	56.2493591309	409.632446289
specularity	0.989542424679	22.2112751007	183.851070404	84.9892711639	269.113559723
specularity	0.989135146141	144.836553574	1.09671401978	178.545282364	22.7615242004
blur	0.863139867783	345.704524994	336.384975433	462.28924942	456.766452789
blur	0.760694622993	211.531074524	40.4921417236	342.220939636	188.8099823
artifact	0.735060691833	362.714805603	145.307918549	410.679969788	263.158420563
blur	0.717172205448	163.382789612	437.612392426	317.258781433	506.099521637
specularity	0.563197493553	197.124212265	207.0210495	215.409326553	244.675697327
blur	0.53751462698	11.954202652	81.9183216095	72.842168808	126.183652878
specularity	0.0856167823076	355.313127518	145.188018799	408.069440842	279.89151001
artifact	0.0609914623201	376.539181709	176.758853912	407.918826103	252.117549896
