specularity	0.997290253639	337.978055954	288.644506454	370.68179512	335.873132706
artifact	0.966559886932	223.679618835	358.762248993	271.309700012	454.872394562
artifact	0.934967517853	179.146644592	365.857978821	246.330619812	518.164726257
specularity	0.934238374233	62.8756599426	178.660629272	117.465419769	242.804458618
specularity	0.762775599957	115.87542057	348.889457703	134.608283043	382.130256653
bubbles	0.525040745735	78.5392074585	35.3810977936	130.547950745	76.0373821259
specularity	0.445964753628	283.135810852	356.414886475	299.15209198	391.850372314
specularity	0.342636227608	231.643343925	292.309791565	256.166226387	310.119407654
specularity	0.190682381392	226.478998184	215.956979752	281.426275253	235.711263657
specularity	0.177088499069	277.24855423	351.131105423	303.721843719	403.223020554
specularity	0.082468919456	139.147510529	262.069126129	206.789989471	302.867214203
