specularity	0.989044129848	315.289247513	144.791425705	369.72747612	190.331560135
artifact	0.986248016357	190.055323601	23.6419057846	213.931981087	43.7410745621
blur	0.921511054039	125.436706543	29.9345703125	492.23638916	520.684448242
artifact	0.904209136963	3.17494487762	232.847408295	23.0755662918	303.643375397
artifact	0.480838924646	103.875976562	23.2456207275	139.235244751	315.93196106
artifact	0.448097079992	6.14220714569	331.291202545	31.8592615128	421.471065521
artifact	0.217592254281	223.864719391	213.949522972	251.055416107	243.42645359
contrast	0.215818062425	134.014282227	60.2787780762	469.468444824	361.742675781
specularity	0.11393827945	3.67124176025	236.436088562	22.7520103455	310.81842804
specularity	0.107283614576	6.14220714569	331.291202545	31.8592615128	421.471065521
artifact	0.0823113098741	256.654980659	61.3476419449	280.252001762	89.4401082993
