artifact	0.995089352131	109.801811218	348.620262146	161.140144348	396.739479065
contrast	0.833732664585	313.178390503	-12.8539428711	469.9478302	548.571105957
artifact	0.808051943779	88.64295578	392.596797943	114.234653473	414.652469635
bubbles	0.693078517914	99.6091804504	194.239162445	166.681591034	293.570224762
artifact	0.606500089169	371.407817841	479.506160736	405.716144562	506.668827057
artifact	0.567307591438	40.0922107697	319.33348465	103.668333054	376.274669647
artifact	0.127458915114	253.968219757	454.409181595	286.672527313	485.289548874
artifact	0.124016240239	488.927339554	293.64125824	510.228055954	395.938575745
artifact	0.109025046229	217.919931412	501.545409203	252.047933578	510.386719704
specularity	0.0683791562915	40.0922107697	319.33348465	103.668333054	376.274669647
bubbles	0.0613357201219	159.971248627	274.146524429	212.490634918	311.926107407
