bubbles	0.993699669838	307.957855225	333.706317902	342.820831299	456.157634735
bubbles	0.949996232986	361.548240662	96.8177909851	498.066322327	164.574451447
contrast	0.927054047585	143.642120361	35.0684661865	460.101776123	309.722976685
bubbles	0.87618035078	150.519664764	260.236736298	216.838123322	302.770465851
artifact	0.777019202709	3.48108673096	376.762458801	72.5997314453	502.293510437
bubbles	0.328487545252	458.129148483	91.1428451538	511.529603958	173.539497375
bubbles	0.217020273209	125.979322433	257.003032684	154.426652908	299.551593781
bubbles	0.188452079892	430.829779625	271.419244766	446.055413246	300.519842148
saturation	0.0655060634017	7.1880569458	402.730636597	94.6350021362	503.666702271
bubbles	0.0617721006274	492.312308311	309.146829605	510.069405556	340.780538559
bubbles	0.0579674579203	426.708528519	258.67725563	487.636137009	302.620168686
artifact	0.0513011552393	0.523470878601	351.859714508	18.745007515	434.125209808
