artifact	0.914594948292	375.672768593	57.9342079163	398.304099083	111.482433319
specularity	0.667309761047	9.74576759338	405.476068497	58.6197185516	444.445135117
artifact	0.653877973557	379.289382935	143.628036499	470.012863159	192.036453247
specularity	0.579788506031	148.223506927	221.971378326	198.643527985	312.383846283
artifact	0.487679719925	456.021829605	252.692123413	484.223836899	330.089004517
specularity	0.387667626143	29.0501089096	78.9533071518	41.3272256851	106.982270241
bubbles	0.328726351261	215.788817406	383.806451797	246.135529518	428.900701523
artifact	0.320150434971	9.74576759338	405.476068497	58.6197185516	444.445135117
specularity	0.175695031881	215.788817406	383.806451797	246.135529518	428.900701523
specularity	0.137563616037	228.599113464	138.216312408	296.432441711	252.668087006
artifact	0.109868243337	213.868927002	386.765647888	246.797302246	421.462135315
specularity	0.0770313516259	62.8646430969	93.0840625763	90.9341545105	111.974271774
artifact	0.0625083371997	493.527637482	364.044286728	511.38300705	421.806909561
specularity	0.0510410889983	3.76252174377	140.440364838	47.3126125336	262.140384674
