bubbles	0.999644994736	167.248298645	68.6712760925	233.333183289	159.086551666
specularity	0.996251761913	26.1443061829	46.4338569641	78.7226982117	152.869060516
artifact	0.991094410419	138.82170105	291.921424866	268.674240112	495.512840271
specularity	0.96918207407	115.238515854	33.5516662598	143.147714615	50.6363372803
artifact	0.512612342834	442.278942108	91.0646476746	509.555164337	189.240955353
specularity	0.478039711714	427.473143578	269.030957222	443.466675758	298.746386528
artifact	0.329431027174	349.927884102	49.3693237305	377.057894707	127.753479004
artifact	0.242389172316	31.7494049072	424.117622375	84.2655944824	479.943229675
artifact	0.215234741569	354.171411514	28.7129364014	389.778783798	182.421966553
artifact	0.167842462659	166.54618454	333.518348694	244.936389923	473.2838974
bubbles	0.132947221398	275.442935944	19.4601554871	306.899288177	52.3162651062
artifact	0.0995322838426	157.581268311	68.6462402344	240.898376465	156.836257935
specularity	0.0719929635525	357.011463165	45.3946685791	389.222728729	189.141952515
