specularity	0.998238921165	85.7466945648	155.291034698	143.953805923	204.625011444
specularity	0.989293336868	163.323862076	125.833961487	194.686788559	175.688713074
bubbles	0.981073617935	328.871013641	36.5159931183	370.222003937	99.7013530731
specularity	0.9554874897	6.85817050934	41.0663814545	38.1987257004	93.8280582428
blur	0.928276240826	205.861984253	358.761054993	463.527175903	508.546073914
specularity	0.910337090492	142.506328583	273.021669388	170.950428009	329.671873093
specularity	0.870997309685	-0.283316612244	222.281612396	27.6176595688	311.318790436
specularity	0.769617080688	155.249855042	215.71639061	218.262077332	272.907114029
bubbles	0.621906936169	342.786129951	177.326351166	370.943118095	212.097171783
blur	0.308704704046	123.413215637	412.378875732	296.261161804	509.872039795
bubbles	0.267734348774	420.752503395	30.0801267624	439.272276878	53.0937395096
specularity	0.187305778265	238.57274437	178.98474884	269.093759537	210.924339294
specularity	0.184674724936	20.4097709656	98.6227493286	50.2043113708	147.265892029
specularity	0.115268819034	198.120326996	173.26663208	258.993473053	260.594024658
blur	0.0764825716615	266.221183777	279.405799866	471.987678528	474.883384705
artifact	0.0554675087333	6.79717826843	33.6612377167	40.5188922882	90.7648944855
