artifact	0.994828402996	412.204517365	178.447840691	427.223155975	199.87082386
artifact	0.988017618656	398.302615643	137.25176239	412.855282307	160.440437317
artifact	0.965888977051	439.6861763	371.018980026	484.38401413	412.789186478
saturation	0.833049058914	418.591072083	431.450977325	498.748710632	506.724193573
artifact	0.725569963455	331.112985611	47.9765300751	360.342885971	66.9325275421
artifact	0.569702625275	185.028962135	12.8894453049	209.463866234	31.7544755936
artifact	0.343810558319	67.7843093872	85.6360864639	96.901802063	113.062170982
blur	0.272934526205	424.561889648	428.249595642	490.921447754	508.04813385
artifact	0.255673706532	318.889546394	18.9987745285	349.118815422	37.4279298782
artifact	0.120576776564	190.602581978	15.6520981789	204.580096245	29.0443739891
artifact	0.106009215117	318.079626083	34.0466594696	363.275598526	70.3890476227
