bubbles	0.999581754208	302.498116493	437.891698837	331.62810421	472.078882217
bubbles	0.999534249306	359.625762939	67.5050735474	501.899139404	211.101982117
bubbles	0.969317436218	153.573168755	419.233610153	179.222973824	440.771760941
specularity	0.765605330467	467.329479218	56.675994873	508.95848465	129.586593628
bubbles	0.588880300522	429.597818375	372.076560974	477.987752914	478.151283264
bubbles	0.435735672712	436.314519882	391.99414444	469.844842911	460.087520599
bubbles	0.255051970482	352.57601738	148.442390442	389.525484085	212.664909363
bubbles	0.0787433832884	32.374581337	397.255002022	59.9440450668	424.219424248
bubbles	0.0580020770431	424.59303093	374.760252953	451.537889481	399.169983864
bubbles	0.0574748180807	315.583382607	382.017786026	332.432852745	405.231847763
