artifact	0.998293817043	23.1234025955	387.602161407	50.5812482834	459.260448456
contrast	0.994671046734	63.315788269	81.4950027466	229.544166565	284.203300476
artifact	0.993983149529	66.2281341553	459.370952606	103.228363037	487.962848663
artifact	0.992210507393	356.259052277	59.6283168793	398.608135223	82.3593540192
specularity	0.990102231503	279.921222687	150.806655884	346.498455048	187.648117065
artifact	0.925478160381	-0.254400253296	258.636375427	34.783536911	326.033058167
specularity	0.900613844395	422.454271317	142.560411453	455.714796066	187.222547531
specularity	0.704740643501	144.905719757	2.86242294312	250.27589035	35.2809562683
specularity	0.63496273756	135.418235779	3.43112945557	197.635475159	36.2878379822
artifact	0.286790668964	418.012008667	147.84680748	455.685806274	181.079645157
specularity	0.259366154671	-1.2368183136	246.435260773	29.079240799	324.857402802
specularity	0.251047194004	6.44764328003	108.528902054	23.4355354309	126.967008591
artifact	0.149426177144	70.406293869	504.469363213	128.740907669	512.031186104
artifact	0.105604477227	17.0559663773	72.5633459091	35.0328435898	95.8310937881
artifact	0.084099188447	135.418235779	3.43112945557	197.635475159	36.2878379822
specularity	0.0732879340649	299.275541306	178.318305969	353.566316605	217.198997498
artifact	0.0718313008547	46.3839979172	362.161449432	72.7978105545	386.150074005
